<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT686,MK2,D,A91-221102,08-oct.-2024,0 ;805,1000,1,5,labo 63,30,0 ;25,,eclaircies,19,12,C MALVAL,08/10/2024,15:00:26,980,Clermont 63 Ligne 2 passage 3,M         ,63L2P3
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
193,0.77,15.28,31.0,6.6,,0.00,?,?,?,?,?,?,21.754,
194,0.78,14.30,31.0,6.6,,0.00,?,?,?,?,?,?,21.904,
195,0.78,14.94,31.0,6.6,,0.00,?,?,?,?,?,?,22.064,
196,0.76,13.91,31.0,6.6,,0.00,?,?,?,?,?,?,22.064,
197,0.78,15.14,31.0,6.6,,0.00,?,?,?,?,?,?,22.216,
198,0.76,15.23,31.0,6.8,,0.00,?,?,?,?,?,?,22.380,
199,0.79,14.41,31.0,6.8,,0.00,?,?,?,?,?,?,22.380,
200,0.78,15.50,31.0,6.8,,0.00,?,?,?,?,?,?,22.544,
201,0.78,14.77,31.0,6.8,,0.00,?,?,?,?,?,?,22.707,
202,0.81,16.16,31.0,6.8,,0.00,?,?,?,?,?,?,22.707,
203,0.78,15.27,31.0,6.6,,0.00,?,?,?,?,?,?,22.872,
204,0.79,15.16,31.0,6.6,,0.00,?,?,?,?,?,?,23.037,
205,0.77,14.74,31.0,6.6,,0.00,?,?,?,?,?,?,23.199,
206,0.81,14.16,31.0,6.6,,0.00,?,?,?,?,?,?,23.199,
207,0.78,15.16,31.0,6.6,,0.00,?,?,?,?,?,?,23.359,
208,0.80,13.99,31.0,6.6,,0.00,?,?,?,?,?,?,23.520,
209,0.79,15.27,31.0,6.6,,0.00,?,?,?,?,?,?,23.520,
210,0.80,14.28,31.0,6.6,,0.00,?,?,?,?,?,?,23.686,
211,0.81,14.87,31.0,6.7,,0.00,?,?,?,?,?,?,23.846,
212,0.81,15.48,31.0,6.7,,0.00,?,?,?,?,?,?,23.846,
213,0.80,15.86,31.0,6.7,,0.00,?,?,?,?,?,?,24.003,
214,0.80,15.09,31.0,6.7,,0.00,?,?,?,?,?,?,24.160,
215,0.80,13.97,31.0,6.7,,0.00,?,?,?,?,?,?,24.325,
216,0.82,13.25,31.0,6.7,,0.00,?,?,?,?,?,?,24.325,
217,0.83,15.97,31.0,6.6,,0.00,?,?,?,?,?,?,24.486,
218,0.82,13.18,31.0,6.6,,0.00,?,?,?,?,?,?,24.649,
219,0.84,15.27,31.0,6.6,,0.00,?,?,?,?,?,?,24.801,
220,0.84,14.77,31.0,6.6,,0.00,?,?,?,?,?,?,24.801,
221,0.88,15.70,31.0,6.7,,0.00,?,?,?,?,?,?,24.966,
222,0.87,15.89,31.0,6.7,,0.00,?,?,?,?,?,?,25.128,
223,0.89,15.16,31.0,6.7,,0.00,?,?,?,?,?,?,25.128,
224,0.88,14.33,31.0,6.7,,0.00,?,?,?,?,?,?,25.292,
225,0.88,15.81,31.3,6.6,,0.00,?,?,?,?,?,?,25.444,
226,0.86,15.60,31.0,6.6,,0.00,?,?,?,?,?,?,25.444,
227,0.96,10.89,31.3,6.6,,0.00,?,?,?,?,?,?,25.596,
228,0.78,19.05,31.5,6.6,,0.00,?,?,?,?,?,?,25.758,
229,0.83,14.08,31.5,6.6,,0.00,?,?,?,?,?,?,25.758,
230,0.84,14.41,31.0,6.6,,0.00,?,?,?,?,?,?,25.925,
231,0.75,15.99,31.0,6.6,,0.00,?,?,?,?,?,?,26.088,
232,0.78,14.36,31.0,6.6,,0.00,?,?,?,?,?,?,26.251,
233,0.77,14.89,31.0,6.6,,0.00,?,?,?,?,?,?,26.251,
234,0.77,14.87,31.0,6.7,,0.00,?,?,?,?,?,?,26.409,
235,0.76,14.23,31.0,6.7,,0.00,?,?,?,?,?,?,26.561,
236,0.78,14.70,31.0,6.7,,0.00,?,?,?,?,?,?,26.727,
237,0.75,14.28,31.0,6.7,,0.00,?,?,?,?,?,?,26.727,
238,0.78,14.51,31.0,6.8,,0.00,?,?,?,?,?,?,26.877,
239,0.79,15.33,31.0,6.8,,0.00,?,?,?,?,?,?,27.035,
240,0.80,14.83,31.0,6.8,,0.00,?,?,?,?,?,?,27.035,
241,0.81,15.38,31.0,6.8,,0.00,?,?,?,?,?,?,27.192,
242,0.81,14.90,31.0,6.8,,0.00,?,?,?,?,?,?,27.355,
243,0.81,15.09,31.0,6.8,,0.00,?,?,?,?,?,?,27.355,
244,0.82,14.88,31.0,6.6,,0.00,?,?,?,?,?,?,27.519,
245,0.81,14.89,31.0,6.6,,0.00,?,?,?,?,?,?,27.679,
246,0.82,14.54,31.0,6.6,,0.00,?,?,?,?,?,?,27.830,
247,0.81,15.23,31.0,6.6,,0.00,?,?,?,?,?,?,27.830,
248,0.80,15.16,31.0,6.7,,0.00,?,?,?,?,?,?,27.982,
249,0.80,15.45,31.0,6.7,,0.00,?,?,?,?,?,?,28.146,
250,0.82,14.31,31.0,6.7,,0.00,?,?,?,?,?,?,28.307,
251,0.83,14.99,31.0,6.7,,0.00,?,?,?,?,?,?,28.307,
252,0.81,14.74,31.0,6.9,,0.00,?,?,?,?,?,?,28.471,
253,0.83,14.25,31.0,6.9,,0.00,?,?,?,?,?,?,28.471,
254,0.82,14.47,31.0,6.9,,0.00,?,?,?,?,?,?,28.631,
255,0.84,14.28,31.0,6.9,,0.00,?,?,?,?,?,?,28.783,
256,0.83,15.76,31.0,6.9,,0.00,?,?,?,?,?,?,28.945,
257,0.85,15.09,31.0,6.9,,0.00,?,?,?,?,?,?,28.945,
258,0.83,15.81,31.0,6.8,,0.00,?,?,?,?,?,?,29.096,
259,0.83,15.28,31.0,6.8,,0.00,?,?,?,?,?,?,29.259,
260,0.83,15.33,31.0,6.8,,0.00,?,?,?,?,?,?,29.259,
261,0.84,14.43,31.0,6.8,,0.00,?,?,?,?,?,?,29.411,
262,0.84,14.62,31.0,6.8,,0.00,?,?,?,?,?,?,29.578,
263,0.85,14.59,31.0,6.8,,0.00,?,?,?,?,?,?,29.738,
264,0.84,14.77,31.0,6.8,,0.00,?,?,?,?,?,?,29.738,
265,0.86,14.65,31.0,6.8,,0.00,?,?,?,?,?,?,29.895,
266,0.86,14.94,31.0,6.7,,0.00,?,?,?,?,?,?,30.059,
267,0.85,14.65,31.0,6.7,,0.00,?,?,?,?,?,?,30.220,
268,0.82,15.11,31.0,6.7,,0.00,?,?,?,?,?,?,30.220,
269,0.83,14.44,31.0,6.7,,0.00,?,?,?,?,?,?,30.379,
270,0.82,14.94,31.0,6.6,,0.00,?,?,?,?,?,?,30.545,
271,0.84,15.11,31.0,6.6,,0.00,?,?,?,?,?,?,30.545,
272,0.82,14.11,31.0,6.6,,0.00,?,?,?,?,?,?,30.710,
273,0.83,15.60,31.0,6.6,,0.00,?,?,?,?,?,?,30.861,
274,0.82,14.72,31.0,6.6,,0.00,?,?,?,?,?,?,30.861,
275,0.82,15.04,31.0,6.7,,0.00,?,?,?,?,?,?,31.024,
276,0.83,15.43,31.0,6.7,,0.00,?,?,?,?,?,?,31.176,
277,0.81,15.09,31.0,6.7,,0.00,?,?,?,?,?,?,31.344,
278,0.79,14.87,31.0,6.7,,0.00,?,?,?,?,?,?,31.344,
279,0.78,15.13,31.0,6.8,,0.00,?,?,?,?,?,?,31.504,
280,0.78,14.77,31.0,6.8,,0.00,?,?,?,?,?,?,31.670,
281,0.79,15.19,31.0,6.8,,0.00,?,?,?,?,?,?,31.830,
282,0.80,13.99,31.0,6.8,,0.00,?,?,?,?,?,?,31.830,
283,0.82,13.76,31.0,6.8,,0.00,?,?,?,?,?,?,31.993,
284,0.82,14.23,31.0,6.8,,0.00,?,?,?,?,?,?,31.993,
285,0.83,13.99,31.0,6.6,,0.00,?,?,?,?,?,?,32.145,
286,0.83,14.08,31.0,6.6,,0.00,?,?,?,?,?,?,32.300,
287,0.85,15.78,31.0,6.6,,0.00,?,?,?,?,?,?,32.457,
288,0.83,16.14,31.0,6.6,,0.00,?,?,?,?,?,?,32.457,
289,0.82,16.10,31.0,6.7,,0.00,?,?,?,?,?,?,32.620,
290,0.81,14.33,31.0,6.7,,0.00,?,?,?,?,?,?,32.784,
291,0.81,15.13,31.0,6.7,,0.00,?,?,?,?,?,?,32.941,
292,0.79,15.26,31.0,6.7,,0.00,?,?,?,?,?,?,32.941,
293,0.82,14.96,31.0,6.8,,0.00,?,?,?,?,?,?,33.106,
294,0.81,14.85,31.0,6.8,,0.00,?,?,?,?,?,?,33.271,
295,0.81,15.23,31.0,6.8,,0.00,?,?,?,?,?,?,33.271,
296,0.79,15.31,31.0,6.8,,0.00,?,?,?,?,?,?,33.425,
297,0.79,14.74,31.0,6.5,,0.00,?,?,?,?,?,?,33.587,
298,0.78,15.24,31.0,6.5,,0.00,?,?,?,?,?,?,33.587,
299,0.78,14.33,31.0,6.5,,0.00,?,?,?,?,?,?,33.738,
