<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT686,MK2,D,A91-221102,08-oct.-2024,0 ;805,1000,1,5,labo 63,30,0 ;25,,Clair et calme,19,12,C MALVAL,08/10/2024,15:10:31,972,Clermont 63 Ligne 2 passage 4,M         ,63L2P4
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
143,0.79,14.49,31.0,5.9,,0.00,?,?,?,?,?,?,16.270,
144,0.79,15.33,31.0,5.9,,0.00,?,?,?,?,?,?,16.270,
145,0.79,14.78,31.0,5.9,,0.00,?,?,?,?,?,?,16.427,
146,0.79,15.50,31.0,5.9,,0.00,?,?,?,?,?,?,16.591,
147,0.78,14.85,31.0,5.9,,0.00,?,?,?,?,?,?,16.744,
148,0.80,15.53,31.0,5.9,,0.00,?,?,?,?,?,?,16.744,
149,0.78,15.57,31.0,5.9,,0.00,?,?,?,?,?,?,16.908,
150,0.78,14.91,31.0,5.9,,0.00,?,?,?,?,?,?,17.060,
151,0.79,14.26,31.3,5.9,,0.00,?,?,?,?,?,?,17.060,
152,0.78,14.74,31.0,5.9,,0.00,?,?,?,?,?,?,17.212,
153,0.79,14.56,31.3,6.0,,0.00,?,?,?,?,?,?,17.369,
154,0.77,15.72,31.0,6.0,,0.00,?,?,?,?,?,?,17.369,
155,0.78,15.47,31.0,6.0,,0.00,?,?,?,?,?,?,17.529,
156,0.76,15.62,31.5,6.0,,0.00,?,?,?,?,?,?,17.680,
157,0.77,13.90,31.0,6.0,,0.00,?,?,?,?,?,?,17.842,
158,0.77,14.57,31.0,6.0,,0.00,?,?,?,?,?,?,17.842,
159,0.77,14.18,31.0,6.1,,0.00,?,?,?,?,?,?,17.994,
160,0.78,15.14,31.3,6.1,,0.00,?,?,?,?,?,?,18.149,
161,0.75,17.07,31.0,6.1,,0.00,?,?,?,?,?,?,18.149,
162,0.75,14.90,31.0,6.1,,0.00,?,?,?,?,?,?,18.310,
163,0.77,14.11,31.0,5.9,,0.00,?,?,?,?,?,?,18.461,
164,0.76,15.58,31.0,5.9,,0.00,?,?,?,?,?,?,18.617,
165,0.76,13.25,31.0,5.9,,0.00,?,?,?,?,?,?,18.617,
166,0.79,15.39,31.0,5.9,,0.00,?,?,?,?,?,?,18.778,
167,0.75,14.67,31.0,5.9,,0.00,?,?,?,?,?,?,18.930,
168,0.77,14.51,31.0,6.0,,0.00,?,?,?,?,?,?,19.092,
169,0.76,14.67,31.0,6.0,,0.00,?,?,?,?,?,?,19.092,
170,0.76,16.06,31.0,6.0,,0.00,?,?,?,?,?,?,19.244,
171,0.76,15.84,31.0,6.1,,0.00,?,?,?,?,?,?,19.407,
172,0.73,15.09,31.0,6.1,,0.00,?,?,?,?,?,?,19.562,
173,0.75,14.11,31.0,6.1,,0.00,?,?,?,?,?,?,19.562,
174,0.75,15.49,31.0,6.1,,0.00,?,?,?,?,?,?,19.727,
175,0.79,14.52,31.0,6.1,,0.00,?,?,?,?,?,?,19.883,
176,0.78,14.52,31.3,6.1,,0.00,?,?,?,?,?,?,19.883,
177,0.80,14.45,31.0,5.9,,0.00,?,?,?,?,?,?,20.047,
178,0.79,14.30,31.3,5.9,,0.00,?,?,?,?,?,?,20.199,
179,0.80,15.70,31.0,5.9,,0.00,?,?,?,?,?,?,20.199,
180,0.77,14.75,31.0,5.9,,0.00,?,?,?,?,?,?,20.364,
181,0.78,14.47,31.0,6.0,,0.00,?,?,?,?,?,?,20.524,
182,0.77,14.83,31.0,6.0,,0.00,?,?,?,?,?,?,20.679,
